id,titol,any,convocatoria,serie,exercici,opcio,format,curriculum,bloc,subtemes,tipus,dificultat,punts_total,n_apartats,n_figures,paraules_clau,revisat
2022_ord_s2_P1_lluna-camp-gravitatori-escapament,Camp gravitatori i escapament al sistema Terra-Lluna,2022,ordinaria,2,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; velocitat d'escapament,deducció; càlcul,3,2.5,2,0,Lluna; Terra; camp gravitatori; període orbital; moviment circular uniforme; energia cinètica mínima; velocitat d'escapament; energia mecànica,False
2022_ord_s2_P2_dipol-electric-linies-camp,Línies de camp i camp elèctric d'un dipol,2022,ordinaria,2,2,,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,diagrama; càlcul,2,2.5,2,2,dipol elèctric; línies de camp elèctric; superfícies equipotencials; llei de Coulomb; potencial elèctric; superposició de camps,False
2022_ord_s2_P3_anguila-ona-transversal,Ona transversal en el moviment d'una anguila,2022,ordinaria,2,3,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona,deducció; càlcul,3,2.5,2,1,ona transversal; anguila; equació d'ona; freqüència angular; nombre d'ona; condicions inicials; velocitat transversal; acceleració transversal,False
2022_ord_s2_P4_ciclotro-particules-carregades,Ciclotró i acceleració de protons,2022,ordinaria,2,4,,antic,actual,Camps electromagnètics,"moviment de càrregues en camps magnètics; selector de velocitats, espectròmetre i ciclotró",deducció; càlcul; qualitativa,4,2.5,2,3,ciclotró; força de Lorentz; moviment circular uniforme; camp elèctric altern; freqüència de ciclotró; protó; longitud d'ona de De Broglie; velocitat relativista,False
2022_ord_s2_P5_cadena-desintegracio-rado,Cadena de desintegració del radó-222,2022,ordinaria,2,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,qualitativa; gràfic; càlcul,3,2.5,2,3,radó; desintegració alfa; desintegració beta; cadena radioactiva; període de semidesintegració; llei de desintegració exponencial; plom estable,False
2022_ord_s2_P6_perseverance-mart-potencial-gravitatori,Aterratge del Perseverance i camp gravitatori uniforme a Mart,2022,ordinaria,2,6,,antic,actual,Camps gravitatoris,energia potencial i potencial gravitatori,càlcul; qualitativa; diagrama,3,2.5,2,2,Mart; Perseverance; camp gravitatori uniforme; diferència de potencial; línies equipotencials; treball; teorema de les forces vives; velocitat constant,False
2022_ord_s2_P7_oboe-piano-espectre-frequencies,Identificació d'un instrument musical a partir del seu espectre,2022,ordinaria,2,7,,antic,actual,Vibracions i ones,ressonància i harmònics en tubs i cordes; ones sonores i nivell d'intensitat,gràfic; qualitativa; càlcul,3,2.5,2,2,espectre de freqüències; harmònics; tub obert-tancat; corda amb dos extrems fixos; oboè; piano; nivell d'intensitat sonora; potència sonora; semiesfera,False
2022_ord_s2_P8_efecte-fotoelectric-cesi-de-broglie,Efecte fotoelèctric en el cesi amb diferents punters làser,2022,ordinaria,2,8,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; dualitat ona-partícula,càlcul; gràfic,3,2.5,2,2,efecte fotoelèctric; cesi; freqüència llindar; treball d'extracció; energia cinètica màxima; electró-volt; longitud d'ona de De Broglie,False
2022_ord_s5_P1_cometa-halley-afeli-periheli,"El cometa Halley, la seva òrbita i el camp gravitatori del Sol",2022,ordinaria,5,1,,antic,actual,Camps gravitatoris,lleis de Kepler; òrbites el·líptiques i moment angular; camp gravitatori i superposició,càlcul; diagrama,3,2.5,2,1,cometa Halley; òrbita el·líptica; tercera llei de Kepler; semieix major; afeli; periheli; intensitat de camp gravitatori,False
2022_ord_s5_P2_particula-fil-camp-electric,Partícula lligada amb un fil dins d'un camp elèctric uniforme,2022,ordinaria,5,2,,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials,càlcul; diagrama; qualitativa; deducció,4,2.5,2,3,camp elèctric uniforme; força elèctrica; fil que pivota; conservació de l'energia mecànica; diferència de potencial; superfície equipotencial; treball d'una força conservativa,False
2022_ord_s5_P3_molla-periode-massa-mhs,Constant elàstica d'una molla a partir del període d'oscil·lació,2022,ordinaria,5,3,,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul; gràfic; deducció; qualitativa,3,2.5,2,2,molla; període d'oscil·lació; constant elàstica; gràfic T² vs massa; equació del moviment; fase inicial; velocitat màxima; acceleració màxima,False
2022_ord_s5_P4_espectrometre-carboni-isotops,Espectròmetre de masses per a separar ions de carboni,2022,ordinaria,5,4,,antic,actual,Camps electromagnètics,"moviment de càrregues en camps magnètics; selector de velocitats, espectròmetre i ciclotró",deducció; càlcul,3,2.5,2,1,espectròmetre de masses; isòtops de carboni; ió; força magnètica; moviment circular uniforme; radi de la trajectòria; datació de fòssils,False
2022_ord_s5_P5_residus-radioactius-semidesintegracio,Activitat de dues mostres de residus radioactius d'un accident de trànsit,2022,ordinaria,5,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,gràfic; càlcul; experimental,3,2.5,2,4,activitat radioactiva; període de semidesintegració; llei de desintegració exponencial; gràfic activitat-temps; residus nuclears; constant de desintegració,False
2022_ord_s5_P6_transformador-masia,Transformador d'una línia de mitjana tensió per a una masia,2022,ordinaria,5,6,,antic,actual,Camps electromagnètics,"generadors, motors i transformadors",càlcul,2,2.5,2,0,transformador; rendiment; potència elèctrica; relació de transformació; espires; mitjana tensió,False
2022_ord_s5_P7_sirena-doppler-ona-harmonica,Ona sonora d'una sirena i efecte Doppler,2022,ordinaria,5,7,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona; efecte Doppler,deducció; qualitativa,3,2.5,2,0,ona sonora; equació d'ona harmònica; nombre d'ona; freqüència angular; efecte Doppler; moviment relatiu font-observador,False
2022_ord_s5_P8_positro-electro-anihilacio,Materialització d'un fotó en un parell electró-positró i anihilació,2022,ordinaria,5,8,,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació; física de partícules,càlcul; qualitativa,4,2.5,2,0,equació de Dirac; positró; antimatèria; materialització; parell electró-positró; desintegració beta; anihilació; conservació de la càrrega; conservació del moment lineal,False
2023_ext_s2_P1_dart-didymos-dimorphos,Missió DART i l'asteroide binari Didymos–Dimorphos,2023,extraordinaria,2,1,,antic,actual,Camps gravitatoris,llei de la gravitació universal; camp gravitatori i superposició; òrbites circulars i satèl·lits,deducció; càlcul; qualitativa,2,2.5,2,1,missió DART; asteroide; Didymos; Dimorphos; intensitat del camp gravitatori; densitat; velocitat orbital; NASA,False
2023_ext_s2_P2_cubeta-equipotencials,Equipotencials i camp elèctric en una cubeta amb plaques de coure,2023,extraordinaria,2,2,,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; potencial i energia potencial elèctrica; camp elèctric i llei de Coulomb; moviment de càrregues en camps elèctrics,experimental; gràfic; diagrama; càlcul,3,2.5,2,5,cubeta electrolítica; plaques paral·leles; voltímetre; equipotencials; línies de camp; camp uniforme; pendent; treball elèctric,False
2023_ext_s2_P3_tub-ressonancia-diapaso,Ressonància d'un tub parcialment submergit en aigua amb un diapasó,2023,extraordinaria,2,3,,antic,actual,Vibracions i ones,ones estacionàries; ones sonores i nivell d'intensitat; ones harmòniques i equació d'ona; ressonància i harmònics en tubs i cordes,diagrama; càlcul; qualitativa; experimental,3,2.5,2,3,tub de ressonància; diapasó; harmònics; nodes; ventres; tub tancat per un extrem; velocitat del so; glicerina,False
2023_ext_s2_P4_espectrometre-masses-neo,Espectròmetre de masses amb selector de velocitats per a ions de neó,2023,extraordinaria,2,4,,antic,actual,Camps electromagnètics,"selector de velocitats, espectròmetre i ciclotró; moviment de càrregues en camps magnètics; moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica",càlcul; diagrama; qualitativa,3,2.5,2,6,espectròmetre de masses; selector de velocitats; força de Lorentz; regla de la mà dreta; ions negatius; neó; trajectòria circular; diferència de potencial,False
2023_ext_s2_P5_molla-massa-mhs,Determinació d'una massa amb una molla oscil·lant i equació del MHS,2023,extraordinaria,2,5,,antic,actual,Vibracions i ones,moviment harmònic simple,qualitativa; deducció; càlcul,2,2.5,2,0,molla; massa oscil·lant; període; constant elàstica; Lluna; equació del moviment; fase inicial; velocitat màxima; acceleració màxima,False
2023_ext_s2_P6_fissio-urani-estadi,Energia d'enllaç de l'urani 235 i fissió per il·luminar un estadi,2023,extraordinaria,2,6,,antic,actual,"Física relativista, quàntica i nuclear",reaccions nuclears i defecte de massa; fissió i fusió,càlcul; qualitativa,3,2.5,2,0,urani 235; defecte de massa; energia d'enllaç per nucleó; estabilitat nuclear; fissió; bari; criptó; central nuclear; kWh,False
2023_ext_s2_P7_sensor-uv-fotoelectric,Sensor d'ultraviolat basat en l'efecte fotoelèctric,2023,extraordinaria,2,7,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; qualitativa,2,2.5,2,0,sensor ultraviolat; cèl·lula fotoelèctrica; funció de treball; longitud d'ona llindar; freqüència llindar; tungstè; magnesi; potassi,False
2023_ord_s1_P1_fobos-deimos-mart,"Fobos i Deimos, els satèl·lits de Mart",2023,ordinaria,1,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; camp gravitatori i superposició; lleis de Kepler; energia mecànica orbital,càlcul,3,2.5,2,0,Mart; Fobos; Deimos; massa d'un planeta; intensitat del camp gravitatori; període de revolució; tercera llei de Kepler; energia mecànica; satèl·lit natural,False
2023_ord_s1_P2_fil-espira-camp-magnetic,Fil rectilini amb una espira circular intercalada,2023,ordinaria,1,2,,antic,actual,Camps electromagnètics,camp magnètic creat per corrents,càlcul; diagrama; qualitativa,4,2.5,2,7,fil rectilini infinit; espira circular; regla de la mà dreta; superposició de camps magnètics; camp magnètic mínim i màxim; vectors en 3D,False
2023_ord_s1_P3_onades-boia-mhs,Onades del mar i moviment d'una boia,2023,ordinaria,1,3,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona; moviment harmònic simple,càlcul; deducció; gràfic,2,2.5,2,2,onades; boia; longitud d'ona; freqüència; velocitat de propagació; fase inicial; velocitat màxima; acceleració màxima; gràfica velocitat-temps,False
2023_ord_s1_P4_fusio-proto-proto-aigua,Fusió nuclear i l'energia d'un got d'aigua,2023,ordinaria,1,4,,antic,actual,"Física relativista, quàntica i nuclear",fissió i fusió; reaccions nuclears i defecte de massa; aplicacions i riscos de la radioactivitat,càlcul; qualitativa,3,2.5,2,0,fusió nuclear; cadena protó-protó; defecte de massa; Sol; deuteri; triti; liti 6; partícula alfa; energia neta; reactor de fusió,False
2023_ord_s1_P5_cubeta-equipotencials-dipol,Superfícies equipotencials de dues càrregues en una cubeta,2023,ordinaria,1,5,,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; potencial i energia potencial elèctrica,qualitativa; diagrama; gràfic; càlcul,2,2.5,2,2,cubeta electrolítica; línies equipotencials; dipol elèctric; signe de la càrrega; camp elèctric; treball del camp elèctric; electró,False
2023_ord_s1_P6_espira-flux-induccio,Espira fixa en un camp magnètic variable,2023,ordinaria,1,6,,antic,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz),qualitativa; gràfic; càlcul,3,2.5,2,4,espira; flux magnètic; llei de Faraday; llei de Lenz; corrent induït; sentit del corrent; força electromotriu; gràfica flux-temps; llei d'Ohm,False
2023_ord_s1_P7_lampada-uva-fotoelectric,Tubs UVA d'una màquina de bronzejar i dispositiu fotoelèctric,2023,ordinaria,1,7,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; qualitativa,3,2.5,2,0,efecte fotoelèctric; radiació ultraviolada; màquina de bronzejar; funció de treball; freqüència llindar; energia cinètica màxima; intensitat de corrent; sodi; nombre de fotons,False
2023_ord_s5_P1_sagitari-forat-negre,Estrella S2 al voltant del forat negre Sagitari A*,2023,ordinaria,5,1,,antic,actual,Camps gravitatoris,camp gravitatori i superposició; òrbites circulars i satèl·lits; velocitat d'escapament; llei de la gravitació universal,gràfic; càlcul; deducció; context-històric,3,2.5,2,2,Sagitari A*; forat negre; estrella S2; Premi Nobel 2020; intensitat del camp gravitatori; velocitat orbital; velocitat d'escapament; massa solar; gràfica g-r,False
2023_ord_s5_P2_linies-camp-dos-ions,Línies de camp elèctric de dos ions de càrrega diferent,2023,ordinaria,5,2,,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; camp elèctric i llei de Coulomb,qualitativa; gràfic,3,2.5,2,1,línies de camp elèctric; ions; font i pou de camp; càrrega elemental; superfícies equipotencials; càrrega puntual; dipol asimètric,False
2023_ord_s5_P3_molla-mhs-grafica,Massa unida a una molla a partir de la gràfica x(t),2023,ordinaria,5,3,,antic,actual,Vibracions i ones,moviment harmònic simple,gràfic; càlcul; qualitativa,3,2.5,2,4,molla; constant elàstica; amplitud; període; fase inicial; equació del moviment; velocitat; acceleració; gràfica x-t; gràfica v-t,False
2023_ord_s5_P4_cano-electrons-camp-magnetic,Canó d'electrons amb camp elèctric i desviació magnètica,2023,ordinaria,5,4,,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; moviment de càrregues en camps magnètics; línies de camp i superfícies equipotencials; potencial i energia potencial elèctrica,càlcul; diagrama; qualitativa,3,2.5,2,5,canó d'electrons; càtode; ànode; camp elèctric uniforme; diferència de potencial; força de Lorentz; regla de la mà dreta; trajectòria semicircular; sublimació,False
2023_ord_s5_P5_cicle-bismut-proces-s,Cicle tancat del bismut en el procés S de nucleosíntesi,2023,ordinaria,5,5,,antic,actual,"Física relativista, quàntica i nuclear",reaccions nuclears i defecte de massa; radioactivitat i llei de desintegració,qualitativa,2,2.5,2,1,nucleosíntesi; procés S; supernova; bismut; poloni; plom; captura neutrònica; desintegració beta; desintegració alfa; antineutrí,False
2023_ord_s5_P6_balanca-imant-forca-magnetica,Balança per mesurar la força magnètica sobre un corrent,2023,ordinaria,5,6,,antic,actual,Camps electromagnètics,força magnètica sobre corrents i entre fils; camp magnètic creat per corrents,càlcul; qualitativa; experimental,3,2.5,2,3,balança; imant; fil conductor; força magnètica; regla de la mà dreta; tercera llei de Newton; fils paral·lels; experiment,False
2023_ord_s5_P7_potencial-frenada-constant-planck,Mètode del potencial invers i constant de Planck,2023,ordinaria,5,7,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,experimental; càlcul; qualitativa; context-històric,4,2.5,2,2,efecte fotoelèctric; potencial de frenada; mètode del potencial invers; constant de Planck; funció de treball; freqüència llindar; cel·la fotoelèctrica; Einstein,False
2024_ext_s3_P1_planetes-ressonancia-hd110067,Planetes en ressonància al voltant de l'estrella HD110067,2024,extraordinaria,3,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; lleis de Kepler; energia mecànica orbital,càlcul; diagrama,3,2.5,2,1,exoplanetes; ressonància orbital; HD110067; període orbital; acceleració normal; tercera llei de Kepler; energia mecànica,False
2024_ext_s3_P2_altaveus-interferencia-so,Interferència del so de dos altaveus en fase,2024,extraordinaria,3,2,,antic,actual,Vibracions i ones,interferències; ones sonores i nivell d'intensitat,càlcul; qualitativa,4,2.5,2,1,altaveus; interferència constructiva; interferència destructiva; diferència de camins; freqüència; intensitat sonora; decibels; ones esfèriques,False
2024_ext_s3_P3_fun-fly-stick-levitacio,Levitació electrostàtica amb el Fun-Fly-Stick,2024,extraordinaria,3,3,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; diagrama,3,2.5,2,3,Fun-Fly-Stick; electricitat estàtica; levitació; llei de Coulomb; equilibri de forces; superposició; potencial elèctric; treball extern; electró,False
2024_ext_s3_P4_experiment-oersted-bruixola,Experiment d'Oersted i component horitzontal del camp magnètic terrestre,2024,extraordinaria,3,4,,antic,actual,Camps electromagnètics,"imants, brúixoles i experiment d'Oersted; camp magnètic creat per corrents",diagrama; qualitativa; càlcul; context-històric,3,2.5,2,3,Oersted; brúixola; camp magnètic terrestre; fil rectilini; regla de la mà dreta; superposició de camps; agulla magnètica,False
2024_ext_s3_P5_hipermetropia-lent-convergent,Correcció de la hipermetropia amb una lent convergent,2024,extraordinaria,3,5,,antic,actual,Vibracions i ones,instruments òptics i l'ull; formació d'imatges amb lents i miralls,càlcul; diagrama,2,2.5,2,2,hipermetropia; ulleres; lent convergent; lent prima; distància focal; potència; diòptries; diagrama de raigs; augment lateral,False
2024_ext_s3_P6_carboni14-datacio-draga,Datació amb carboni 14 al jaciment de la Draga,2024,extraordinaria,3,6,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,deducció; càlcul; qualitativa,2,2.5,2,0,carboni 14; datació radiomètrica; desintegració beta; antineutrí; constant de desintegració; període de semidesintegració; activitat; jaciment de la Draga,False
2024_ext_s3_P7_molla-mhs-forca-elastica,Massa penjada d'una molla en moviment harmònic simple,2024,extraordinaria,3,7,,antic,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,càlcul; gràfic,3,2.5,2,2,molla; oscil·lador harmònic; període; constant elàstica; fase inicial; força elàstica; energia mecànica; energia cinètica; velocitat,False
2024_ord_s1_P1_bepicolombo-orbita-mercuri,Satèl·lit MPO de la missió BepiColombo en òrbita al voltant de Mercuri,2024,ordinaria,1,1,,antic,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia mecànica orbital; velocitat d'escapament,deducció; càlcul,3,2.5,2,0,BepiColombo; Mercuri; velocitat orbital; període orbital; energia mecànica; escapament; combustible; satèl·lit artificial,False
2024_ord_s1_P2_masses-molla-disc-mhs,Ombres d'una massa en una molla i d'una massa en un disc giratori,2024,ordinaria,1,2,,antic,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,càlcul; gràfic,3,2.5,2,3,molla; disc giratori; projecció del moviment circular; ombres; fase inicial; constant elàstica; energia cinètica; energia potencial elàstica,False
2024_ord_s1_P3_camp-electric-terra-gota,Camp elèctric terrestre i gota d'aigua en equilibri,2024,ordinaria,1,3,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; línies de camp i superfícies equipotencials; equilibri de càrregues en camps elèctrics,càlcul; diagrama,2,2.5,2,2,camp elèctric terrestre; càrrega de la Terra; esfera carregada; gota d'aigua; equilibri de forces; pes; electró; densitat,False
2024_ord_s1_P4_parallamps-camp-magnetic,Camp magnètic creat per un parallamps durant un llamp,2024,ordinaria,1,4,,antic,actual,Camps electromagnètics,camp magnètic creat per corrents; moviment de càrregues en camps magnètics,càlcul; diagrama; gràfic,3,2.5,2,4,parallamps; llamp; fil infinit; regla de la mà dreta; línies de camp magnètic; força de Lorentz; electró; sentit del corrent,False
2024_ord_s1_P5_coets-sant-joan-so,Nivell d'intensitat sonora dels coets de Sant Joan,2024,ordinaria,1,5,,antic,actual,Vibracions i ones,ones sonores i nivell d'intensitat,càlcul,3,2.5,2,0,coets; revetlla de Sant Joan; sonòmetre; decibels; potència sonora; intensitat sonora; ones esfèriques; teorema de Pitàgores,False
2024_ord_s1_P6_poloni-alfa-atom-heli,Desintegració alfa del poloni-210 i formació d'un àtom d'heli,2024,ordinaria,1,6,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; potencial i energia potencial elèctrica,càlcul,4,2.5,2,1,poloni; Marie Curie; desintegració alfa; activitat; període de semidesintegració; constant de desintegració; àtom d'heli; treball del camp elèctric; energia potencial electrostàtica,False
2024_ord_s1_P7_efecte-fotoelectric-de-broglie,Efecte fotoelèctric en un metall amb llindar de 650 nm,2024,ordinaria,1,7,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; dualitat ona-partícula,càlcul; deducció,2,2.5,2,0,efecte fotoelèctric; longitud d'ona llindar; treball d'extracció; potencial de frenada; energia cinètica; velocitat dels electrons; longitud d'ona de De Broglie,False
2025_ext_s3_E1_bepicolombo-mercuri,Sonda BepiColombo i sonda Mio a Mercuri,2025,extraordinaria,3,1,,nou,actual,Camps gravitatoris,energia potencial i potencial gravitatori; camp gravitatori i superposició; òrbites el·líptiques i moment angular,càlcul; qualitativa,3,2.5,2,0,BepiColombo; Mio; Mercuri; energia potencial gravitatòria; intensitat del camp gravitatori; òrbita el·líptica; periastre; apoastre; moment angular; acceleració normal,False
2025_ext_s3_E2A_vareta-conductor-u,Vareta mòbil sobre un conductor en U,2025,extraordinaria,3,2,A,nou,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz); força magnètica sobre corrents i entre fils,càlcul; qualitativa; diagrama,3,2.5,2,4,vareta mòbil; conductor en U; flux magnètic; llei de Lenz; llei de Faraday; FEM induïda; corrent induït; força magnètica; regla de la mà dreta,False
2025_ext_s3_E2B_model-bohr-hidrogen,Model de Bohr de l'àtom d'hidrogen,2025,extraordinaria,3,2,B,nou,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica; moviment de càrregues en camps elèctrics; model de Bohr i espectres atòmics,deducció; càlcul,3,2.5,2,0,model de Bohr; àtom d'hidrogen; electró; llei de Coulomb; moment angular; quantització; radi de Bohr; energia cinètica; energia potencial elèctrica; energia mecànica,False
2025_ext_s3_E3A_pendol-simple-gravetat,Pèndol simple al taller de l'institut,2025,extraordinaria,3,3,A,nou,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,experimental; gràfic; càlcul,3,2.5,2,3,pèndol simple; període; longitud del fil; representació gràfica; pendent; intensitat del camp gravitatori; conservació de l'energia mecànica; velocitat màxima,False
2025_ext_s3_E3B_trampoli-piscina-laser,Objecte al fons d'una piscina vist des d'un trampolí,2025,extraordinaria,3,3,B,nou,actual,Vibracions i ones,reflexió i refracció; ones electromagnètiques i espectre,càlcul; diagrama,3,2.5,2,2,llei de Snell; refracció; piscina; trampolí; angle límit; reflexió total; índex de refracció; làser; longitud d'ona; freqüència,False
2025_ext_s3_E4_iode-131-radioterapia,Iode 131 en radioteràpia de la tiroide,2025,extraordinaria,3,4,,nou,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat; física de partícules,càlcul; gràfic; qualitativa,3,2.5,2,2,iode 131; xenó 131; desintegració beta; antineutrí; nombre leptònic; activitat; constant de desintegració; període de semidesintegració; radioteràpia; tiroide,False
2025_model_s0_E1A_bepicolombo-mercuri-orbita,Satèl·lit MPO de la missió BepiColombo en òrbita al voltant de Mercuri,2025,model,0,1,A,nou,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia mecànica orbital; velocitat d'escapament,deducció; càlcul,3,2.5,2,0,BepiColombo; Mercuri; satèl·lit MPO; velocitat orbital; període orbital; energia mecànica; escapament; combustible,False
2025_model_s0_E1B_estacio-espacial-energia-reentrada,"Estació Espacial Internacional, òrbita i caiguda final",2025,model,0,1,B,nou,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia potencial i potencial gravitatori; energia mecànica orbital,deducció; càlcul; qualitativa,3,2.5,2,0,Estació Espacial Internacional; EEI; velocitat orbital; període orbital; energia mecànica; energia cinètica d'impacte; conservació de l'energia; reentrada,False
2025_model_s0_E2_parallamps-camp-magnetic-fil,Camp magnètic creat per un llamp en un parallamps,2025,model,0,2,,nou,actual,Camps electromagnètics,camp magnètic creat per corrents; moviment de càrregues en camps magnètics,càlcul; diagrama; gràfic; qualitativa,3,2.5,2,4,llamp; parallamps; fil infinit; camp magnètic; regla de la mà dreta; línies de camp; força de Lorentz; electró,False
2025_model_s0_E3_molla-disc-mhs-energia,Ombres d'una molla i d'un disc en rotació (MHS i moviment circular),2025,model,0,3,,nou,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,càlcul; gràfic; experimental,3,2.5,2,3,molla; disc giratori; ombres; moviment circular uniforme; fase inicial; constant elàstica; energia cinètica; energia potencial elàstica,False
2025_model_s0_E4A_poloni-desintegracio-alfa-heli,Desintegració alfa del poloni-210 i formació d'un àtom d'heli,2025,model,0,4,A,nou,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; potencial i energia potencial elèctrica,càlcul,4,2.5,2,1,poloni-210; desintegració alfa; activitat; temps de semidesintegració; constant de desintegració; partícula alfa; àtom d'heli; treball del camp elèctric; energia potencial electrostàtica,False
2025_model_s0_E4B_efecte-fotoelectric-de-broglie,Efecte fotoelèctric amb llindar de 650 nm i longitud d'ona de De Broglie,2025,model,0,4,B,nou,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; dualitat ona-partícula,càlcul; deducció,3,2.5,2,0,efecte fotoelèctric; longitud d'ona llindar; treball d'extracció; potencial de frenada; energia cinètica dels electrons; longitud d'ona de De Broglie; quantitat de moviment,False
2025_mostra_experiments_Q1_interferencies-sonores-taula,Interferències sonores amb dos altaveus (taula de dades),2025,mostra,experiments,1,,nou,actual,Vibracions i ones,interferències; ones sonores i nivell d'intensitat,experimental; càlcul; qualitativa,4,2.5,2,1,interferències sonores; altaveus; fonts coherents; diferència de camins; interferència constructiva; punts nodals; longitud d'ona; freqüència; dades experimentals,False
2025_mostra_experiments_Q2_interferencies-sonores-punts,Interferències sonores en punts d'un pla (170 Hz),2025,mostra,experiments,2,,nou,actual,Vibracions i ones,interferències; ones sonores i nivell d'intensitat,experimental; càlcul; qualitativa,3,2.5,2,1,interferències sonores; altaveus; fonts coherents; diferència de camins; màxims i mínims; desfasament; longitud d'ona,False
2025_mostra_experiments_Q3_experiencia-oersted-bruixola,Experiència d'Oersted amb brúixoles,2025,mostra,experiments,3,,nou,actual,Camps electromagnètics,"imants, brúixoles i experiment d'Oersted; camp magnètic creat per corrents",experimental; diagrama; qualitativa,3,2.5,2,1,experiència d'Oersted; brúixola; fil rectilini; corrent continu; línies de camp magnètic; regla de la mà dreta; fonts del camp magnètic,False
2025_mostra_experiments_Q4_linies-camp-dues-carregues,Línies de camp i equipotencials de dues càrregues,2025,mostra,experiments,4,,nou,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,experimental; qualitativa,3,2.5,2,1,línies de camp elèctric; superfícies equipotencials; càrregues puntuals; superposició; camp nul; potencial elèctric,False
2025_mostra_experiments_Q5_capsula-petri-equipotencials,Superfícies equipotencials en una càpsula de Petri,2025,mostra,experiments,5,,nou,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; potencial i energia potencial elèctrica,experimental; càlcul; diagrama,2,2.5,2,1,càpsula de Petri; plaques paral·leles; camp elèctric uniforme; superfícies equipotencials; voltímetre; sonda; treball elèctric,False
2025_mostra_moment-angular_P1_mercuri-afeli-periheli,Velocitat de Mercuri a l'afeli i al periheli,2025,mostra,moment-angular,1,,nou,actual,Camps gravitatoris,òrbites el·líptiques i moment angular; lleis de Kepler,càlcul; qualitativa; diagrama,2,2.5,1,1,Mercuri; òrbita el·líptica; afeli; periheli; conservació del moment angular; velocitat orbital; excentricitat,False
2025_mostra_moment-angular_P2_parker-solar-probe,Òrbita de la Parker Solar Probe a partir d'una gràfica,2025,mostra,moment-angular,2,,nou,actual,Camps gravitatoris,òrbites el·líptiques i moment angular; lleis de Kepler; energia mecànica orbital,gràfic; diagrama; qualitativa,4,2.0,2,2,Parker Solar Probe; sonda solar; òrbita el·líptica; eix major; periheli; afeli; segona llei de Kepler; conservació del moment angular; radi solar,False
2025_mostra_moment-angular_P3_satellit-energia-moment-angular,Energia mecànica d'un satèl·lit en funció del moment angular,2025,mostra,moment-angular,3,,nou,actual,Camps gravitatoris,òrbites el·líptiques i moment angular; energia mecànica orbital,deducció; càlcul,3,2.5,2,0,satèl·lit; òrbita el·líptica; perigeu; apogeu; semieix major; moment angular; energia mecànica,False
